,Player Name,Age,Overall Rating,Potential,Best Overall,Team,League,League Tier,Positions,Best Position,Height,Weight,foot,Growth,Weak Foot,Skill Moves,Attacking Work Rate,Defensive Work Rate,PAC,SHO,PAS,DRI,DEF,PHY,Value (M),Total Attacking,Crossing,Finishing,Heading Accuracy,Short Passing,Volleys,Total Skill,Dribbling,Curve,Freekick Accuracy,Long Passing,Ball Control,Total Movement,Acceleration,Sprint Speed,Agility,Reactions,Balance,Total Power,Shot Power,Jumping,Stamina,Strength,Long Shots,Total Mentality,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Total Defending,Marking,Standing Tackle,Sliding Tackle,Total Goalkeeping,GK Diving,GK Handling,GK Kicking,GK Positioning,GK Reflexes,Total Stats,Total Base Stats,Joined,Loan Date End,contract_end_at_club,contract_started_at_club,years_at_club,Release Clause (M),Player ID,Image Page,Info Page,Team ID,Team Image Page
46,Sergio Busquets,31,87,87,87,FC Barcelona,Spain Primera Division,1,CDM,CDM,188,76.2,Right,0,3 ★,3★,Medium,Medium,42,62,80,80,83,77,38.0,75.51,62,67,68,89,44,82.13,81,66,68,83,88,61.21,40,43,67,84,50,75.9,61,66,81,75,54,91.92,81,85,77,84,60,93,91.54,86,83,80,10.91,5,8,13,9,13,87.26,85.14,"Sep 1, 2008",,2023,2008,12.0,77.9,189511,https://cdn.sofifa.com/players/189/511/20_240.png,https://sofifa.com/player/189511/,241,https://cdn.sofifa.com/teams/241/dark_240.png
47,L. Modrić,34,87,87,87,Real Madrid,Spain Primera Division,1,CM,CM,173,66.2,Right,0,4 ★,4★,High,Medium,73,76,89,88,71,66,24.5,86.96,86,72,55,91,76,90.85,85,85,78,89,90,89.87,76,70,91,88,92,83.56,79,68,84,58,82,92.87,62,79,78,90,82,92,78.68,68,75,71,11.82,13,9,7,14,9,97.24,92.97,"Aug 1, 2012",,2021,2012,8.0,50.2,177003,https://cdn.sofifa.com/players/177/003/20_240.png,https://sofifa.com/player/177003/,243,https://cdn.sofifa.com/teams/243/dark_240.png
48,J. Henderson,30,86,86,86,Liverpool,English Premier League,1,CDM CM,CDM,183,79.8,Right,0,3 ★,3★,High,High,65,74,84,79,81,82,36.5,86.27,82,73,65,86,71,85.74,78,80,74,87,84,76.29,66,65,69,86,68,89.86,77,78,91,78,75,93.59,84,85,78,83,64,82,89.71,84,83,77,11.14,7,13,7,9,13,95.85,93.37,"Jun 9, 2011",,2023,2011,9.0,67.5,183711,https://cdn.sofifa.com/players/183/711/20_240.png,https://sofifa.com/player/183711/,9,https://cdn.sofifa.com/teams/9/dark_240.png
49,De Gea,29,86,86,86,Manchester United,English Premier League,1,GK,GK,193,82.1,Right,0,3 ★,1★,Medium,Medium,88,81,78,89,58,82,31.5,26.09,17,13,21,50,13,30.43,18,21,19,47,38,65.52,57,58,63,83,43,54.28,59,67,43,60,12,40.38,38,30,12,61,29,65,21.69,25,21,13,95.0,88,81,78,82,89,62.56,95.58,"Jul 1, 2011",,2023,2011,9.0,59.9,193080,https://cdn.sofifa.com/players/193/080/20_240.png,https://sofifa.com/player/193080/,11,https://cdn.sofifa.com/teams/11/dark_240.png
50,P. Pogba,27,86,87,86,Manchester United,English Premier League,1,CM CDM,CM,190,83.9,Right,1,4 ★,5★,High,Medium,73,81,86,85,66,85,50.0,91.53,80,75,75,86,84,92.55,87,85,82,91,90,78.66,66,79,73,81,66,95.95,90,82,83,89,82,93.59,78,64,81,88,83,87,71.69,63,67,65,4.55,5,6,2,4,3,96.5,95.58,"Aug 9, 2016",,2021,2016,4.0,98.8,195864,https://cdn.sofifa.com/players/195/864/20_240.png,https://sofifa.com/player/195864/,11,https://cdn.sofifa.com/teams/11/dark_240.png
51,J. Vardy,33,86,86,86,Leicester City,English Premier League,1,ST,ST,178,73.9,Right,0,3 ★,3★,High,High,88,85,66,78,55,75,28.0,89.24,68,92,79,69,82,70.21,77,67,57,48,81,89.22,90,87,72,90,75,85.14,87,79,79,68,65,91.45,87,49,92,73,84,87,58.82,57,50,53,14.09,15,14,7,15,11,91.49,89.76,"May 1, 2012",,2023,2012,8.0,53.2,208830,https://cdn.sofifa.com/players/208/830/20_240.png,https://sofifa.com/player/208830/,95,https://cdn.sofifa.com/teams/95/dark_240.png
52,M. Verratti,27,86,87,86,Paris Saint-Germain,French Ligue 1,1,CM CDM,CM,165,59.9,Right,1,4 ★,4★,Medium,High,64,60,85,90,79,67,50.0,78.72,75,60,55,90,64,87.45,90,78,64,89,90,86.42,68,61,91,87,94,69.37,56,65,76,53,58,94.3,89,85,71,88,64,94,89.34,78,82,83,14.55,12,12,15,15,10,93.61,89.36,"Jul 18, 2012",,2024,2012,8.0,96.3,199556,https://cdn.sofifa.com/players/199/556/20_240.png,https://sofifa.com/player/199556/,73,https://cdn.sofifa.com/teams/73/dark_240.png
53,T. Müller,30,86,86,86,FC Bayern München,German 1. Bundesliga,1,CAM RM RW,CAM,185,74.8,Right,0,4 ★,3★,High,High,68,82,82,78,56,71,42.0,95.88,85,85,81,84,84,79.79,75,81,59,78,82,80.6,68,68,73,94,71,87.39,78,77,86,66,81,85.27,62,58,94,85,60,84,55.15,47,57,46,11.82,6,7,11,14,14,91.41,87.75,"Aug 10, 2008",,2023,2008,12.0,69.3,189596,https://cdn.sofifa.com/players/189/596/20_240.png,https://sofifa.com/player/189596/,21,https://cdn.sofifa.com/teams/21/dark_240.png
54,M. Hummels,31,86,86,86,Borussia Dortmund,German 1. Bundesliga,1,CB,CB,190,93.9,Right,0,3 ★,3★,High,High,58,58,77,72,89,77,33.0,79.86,65,55,87,82,60,75.53,69,66,53,86,81,69.61,46,67,63,87,60,76.8,71,68,65,86,51,86.94,71,91,56,80,68,89,97.06,90,88,86,9.55,15,6,10,5,6,88.08,86.55,"Jul 1, 2019",,2022,2019,1.0,56.1,178603,https://cdn.sofifa.com/players/178/603/20_240.png,https://sofifa.com/player/178603/,22,https://cdn.sofifa.com/teams/22/dark_240.png
55,Y. Sommer,31,86,86,86,Borussia Mönchengladbach,German 1. Bundesliga,1,GK,GK,183,78.9,Right,0,4 ★,1★,Medium,Medium,80,86,85,85,51,87,28.5,19.22,13,13,10,40,8,20.43,15,12,13,31,25,64.44,48,54,55,84,58,59.01,64,73,45,68,12,38.48,38,21,15,64,24,57,14.71,9,19,12,96.14,80,86,85,87,85,58.98,95.18,"Jul 1, 2014",,2023,2014,6.0,48.5,177683,https://cdn.sofifa.com/players/177/683/20_240.png,https://sofifa.com/player/177683/,23,https://cdn.sofifa.com/teams/23/dark_240.png
56,A. Gómez,32,86,86,86,Atalanta,Italian Serie A,1,CAM CF ST,CAM,168,68.0,Right,0,4 ★,4★,High,Medium,90,79,84,88,39,55,34.5,82.15,83,80,38,86,72,87.45,87,82,79,77,86,97.63,94,86,93,86,94,77.7,76,70,73,44,82,80.05,56,40,82,87,72,85,41.91,50,30,34,10.45,8,11,12,9,6,89.16,87.35,"Sep 2, 2014",,2022,2014,6.0,58.7,143076,https://cdn.sofifa.com/players/143/076/20_240.png,https://sofifa.com/player/143076/,39,https://cdn.sofifa.com/teams/39/dark_240.png
57,Piqué,33,86,86,86,FC Barcelona,Spain Primera Division,1,CB,CB,193,84.8,Right,0,3 ★,2★,High,Medium,57,61,71,67,86,80,21.0,78.72,57,65,84,81,57,69.15,63,58,43,81,80,62.93,48,64,57,88,35,77.25,62,74,69,87,51,88.12,79,87,64,72,69,87,94.85,88,86,84,13.18,10,11,14,15,8,85.97,84.74,"Jul 1, 2008",,2022,2008,12.0,43.1,152729,https://cdn.sofifa.com/players/152/729/20_240.png,https://sofifa.com/player/152729/,241,https://cdn.sofifa.com/teams/241/dark_240.png
58,Jordi Alba,31,86,86,86,FC Barcelona,Spain Primera Division,1,LB,LB,170,68.0,Left,0,3 ★,3★,High,Medium,88,69,81,83,78,72,32.0,85.13,85,73,70,84,60,82.34,81,80,63,79,84,93.32,88,88,90,82,85,80.86,64,80,88,61,66,89.55,76,81,83,78,59,80,86.76,74,80,82,13.64,13,15,13,6,13,96.03,94.58,"Jul 1, 2012",,2024,2012,8.0,65.6,189332,https://cdn.sofifa.com/players/189/332/20_240.png,https://sofifa.com/player/189332/,241,https://cdn.sofifa.com/teams/241/dark_240.png
59,Carvajal,28,86,86,86,Real Madrid,Spain Primera Division,1,RB,RB,173,73.0,Right,0,3 ★,3★,High,High,80,54,78,80,82,80,38.0,77.57,84,51,72,83,49,76.38,78,76,47,74,84,86.85,79,80,79,84,81,79.95,68,77,89,74,47,85.75,84,83,75,74,45,82,92.28,83,83,85,14.77,13,13,15,9,15,92.1,91.16,"Jul 5, 2013",,2022,2013,7.0,77.9,204963,https://cdn.sofifa.com/players/204/963/20_240.png,https://sofifa.com/player/204963/,243,https://cdn.sofifa.com/teams/243/dark_240.png
60,R. Varane,27,86,88,87,Real Madrid,Spain Primera Division,1,CB,CB,190,81.2,Right,2,3 ★,2★,Medium,High,82,49,64,64,87,82,46.5,67.05,42,46,85,78,42,65.74,55,46,52,77,79,75.65,79,85,62,86,39,78.15,52,81,75,86,53,76.25,80,87,52,59,43,83,96.32,89,87,86,11.36,11,11,9,5,14,83.46,85.94,"Jul 1, 2011",,2022,2011,9.0,98.8,201535,https://cdn.sofifa.com/players/201/535/20_240.png,https://sofifa.com/player/201535/,243,https://cdn.sofifa.com/teams/243/dark_240.png
61,David Silva,34,86,86,86,Real Sociedad,Spain Primera Division,1,CAM CM,CAM,173,67.1,Left,0,2 ★,4★,High,Medium,64,74,88,88,52,55,22.5,87.64,84,72,53,92,82,89.36,86,82,77,84,91,83.62,68,61,85,87,87,73.2,72,64,70,46,73,85.04,56,50,86,91,75,92,51.47,58,53,29,10.45,6,15,7,6,12,88.95,84.54,"Aug 17, 2020",,2022,2020,0.0,47.3,168542,https://cdn.sofifa.com/players/168/542/20_240.png,https://sofifa.com/player/168542/,457,https://cdn.sofifa.com/teams/457/dark_240.png
62,B. Leno,28,85,87,85,Arsenal,English Premier League,1,GK,GK,190,82.1,Right,2,3 ★,1★,Medium,Medium,85,83,80,86,56,84,33.5,20.82,9,9,13,50,10,24.68,16,9,8,48,35,62.07,55,56,52,81,44,58.56,60,73,43,70,14,33.02,28,25,7,56,23,66,22.06,27,15,18,95.0,85,83,80,84,86,59.24,95.18,"Jul 1, 2018",,2023,2018,2.0,66.2,192563,https://cdn.sofifa.com/players/192/563/20_240.png,https://sofifa.com/player/192563/,1,https://cdn.sofifa.com/teams/1/dark_240.png
63,K. Havertz,21,85,93,87,Chelsea,English Premier League,1,CAM RM CF,CAM,188,83.0,Left,8,4 ★,4★,Medium,Medium,84,81,79,85,45,67,57.0,91.53,73,85,78,84,80,82.55,86,84,53,78,87,86.85,78,88,78,85,74,85.14,74,75,82,69,78,75.77,42,38,84,82,73,84,45.22,39,46,38,10.68,6,8,11,10,12,88.86,88.55,"Sep 4, 2020",,2025,2020,0.0,119.7,235790,https://cdn.sofifa.com/players/235/790/20_240.png,https://sofifa.com/player/235790/,5,https://cdn.sofifa.com/teams/5/dark_240.png
64,T. Werner,24,85,88,87,Chelsea,English Premier League,1,ST,ST,180,76.2,Right,3,4 ★,3★,High,Medium,91,85,69,84,35,71,49.5,91.3,69,88,78,78,86,74.89,84,70,58,55,85,92.24,93,89,83,87,76,87.39,85,75,83,67,78,78.62,63,37,88,65,78,82,28.68,39,20,19,11.36,9,9,8,15,9,87.48,87.35,"Jul 1, 2020",,2025,2020,0.0,97.8,212188,https://cdn.sofifa.com/players/212/188/20_240.png,https://sofifa.com/player/212188/,5,https://cdn.sofifa.com/teams/5/dark_240.png
65,Thiago Silva,35,85,85,85,Chelsea,English Premier League,1,CB,CB,183,78.9,Right,0,3 ★,2★,Medium,High,59,54,72,71,86,78,11.5,73.68,60,40,81,80,61,74.26,67,62,61,80,79,71.55,57,61,67,81,66,85.36,71,90,71,82,65,83.85,76,88,59,70,60,86,94.49,87,86,84,10.23,9,12,5,9,10,87.95,84.34,"Aug 28, 2020",,2021,2020,0.0,21.9,164240,https://cdn.sofifa.com/players/164/240/20_240.png,https://sofifa.com/player/164240/,5,https://cdn.sofifa.com/teams/5/dark_240.png
66,H. Ziyech,27,85,86,85,Chelsea,English Premier League,1,CAM RW,CAM,180,64.9,Left,1,2 ★,5★,High,High,80,76,87,84,50,66,44.0,85.58,88,73,53,86,74,90.43,83,90,78,89,85,87.72,83,77,85,84,78,75.68,83,37,80,59,77,86.22,73,52,82,89,67,79,51.47,44,56,40,11.59,11,7,11,8,14,90.5,88.96,"Jul 1, 2020",,2025,2020,0.0,86.9,208670,https://cdn.sofifa.com/players/208/670/20_240.png,https://sofifa.com/player/208670/,5,https://cdn.sofifa.com/teams/5/dark_240.png
67,G. Wijnaldum,29,85,85,85,Liverpool,English Premier League,1,CM,CM,175,68.9,Right,0,4 ★,4★,High,High,76,75,81,86,78,79,37.0,88.33,72,75,78,88,73,86.17,85,78,73,81,88,88.58,77,76,84,86,88,89.86,78,81,93,74,73,91.69,75,79,79,79,74,86,83.09,78,79,69,12.27,16,6,14,12,6,97.88,95.38,"Jul 22, 2016",,2021,2016,4.0,68.5,181291,https://cdn.sofifa.com/players/181/291/20_240.png,https://sofifa.com/player/181291/,9,https://cdn.sofifa.com/teams/9/dark_240.png
68,Thiago,29,85,85,85,Liverpool,English Premier League,1,CM CDM,CM,175,69.9,Right,0,3 ★,5★,Medium,Medium,64,72,85,90,70,62,37.0,85.35,78,68,54,89,84,91.91,90,85,77,89,91,85.13,74,55,91,85,90,79.95,75,75,73,59,73,88.36,54,83,75,85,75,86,75.74,67,71,68,10.45,6,11,7,9,13,94.08,88.96,"Sep 18, 2020",,2024,2020,0.0,68.5,189509,https://cdn.sofifa.com/players/189/509/20_240.png,https://sofifa.com/player/189509/,9,https://cdn.sofifa.com/teams/9/dark_240.png
69,K. Walker,30,85,85,85,Manchester City,English Premier League,1,RB,RB,183,69.9,Right,0,2 ★,3★,High,High,92,63,76,77,80,82,30.5,78.03,81,51,74,78,57,81.06,79,76,71,76,79,86.85,90,94,66,84,69,91.44,86,83,89,79,69,85.04,78,80,68,69,63,75,88.97,77,83,82,12.95,12,6,16,15,8,94.47,94.38,"Jul 14, 2017",,2024,2017,3.0,56.4,188377,https://cdn.sofifa.com/players/188/377/20_240.png,https://sofifa.com/player/188377/,10,https://cdn.sofifa.com/teams/10/dark_240.png
70,Rodri,24,85,88,85,Manchester City,English Premier League,1,CDM CM,CDM,190,82.1,Right,3,4 ★,3★,Medium,High,65,68,77,77,82,79,44.0,79.18,63,64,75,85,59,76.38,76,65,54,82,82,75.43,66,65,68,82,69,86.04,74,69,84,79,76,85.99,76,83,75,82,46,85,90.07,83,84,78,11.14,10,10,7,14,8,90.37,89.96,"Jul 4, 2019",,2024,2019,1.0,84.7,231866,https://cdn.sofifa.com/players/231/866/20_240.png,https://sofifa.com/player/231866/,10,https://cdn.sofifa.com/teams/10/dark_240.png
71,R. Mahrez,29,85,85,85,Manchester City,English Premier League,1,RW RM,RW,178,67.1,Left,0,4 ★,5★,Medium,Medium,83,79,81,90,38,59,37.5,83.75,83,79,48,80,76,88.94,90,84,78,75,91,92.03,87,79,92,81,88,78.83,79,60,76,55,80,76.25,48,39,80,84,70,84,36.03,45,31,22,12.27,15,9,13,11,6,87.82,86.35,"Jul 10, 2018",,2023,2018,2.0,69.4,204485,https://cdn.sofifa.com/players/204/485/20_240.png,https://sofifa.com/player/204485/,10,https://cdn.sofifa.com/teams/10/dark_240.png
72,M. Rashford,22,85,91,86,Manchester United,English Premier League,1,LM ST,RM,185,69.9,Right,6,4 ★,5★,High,Medium,91,83,78,86,45,78,53.0,87.41,77,83,68,81,73,84.89,87,82,76,69,85,92.46,89,93,86,86,75,91.44,90,72,87,76,81,85.51,73,42,82,82,81,82,44.12,47,40,33,12.05,11,6,15,7,14,92.79,92.57,"Jul 1, 2014",,2023,2014,6.0,111.3,231677,https://cdn.sofifa.com/players/231/677/20_240.png,https://sofifa.com/player/231677/,11,https://cdn.sofifa.com/teams/11/dark_240.png
73,T. Alderweireld,31,85,85,85,Tottenham Hotspur,English Premier League,1,CB,CB,185,81.2,Right,0,3 ★,2★,Medium,Medium,63,55,72,67,87,79,28.5,70.48,64,45,82,79,38,74.68,62,63,69,82,75,71.34,60,65,59,85,62,84.46,78,82,78,79,58,80.29,81,85,52,62,58,86,96.32,88,89,85,15.0,16,6,14,16,14,87.69,84.94,"Jul 8, 2015",,2023,2015,5.0,54.2,184087,https://cdn.sofifa.com/players/184/087/20_240.png,https://sofifa.com/player/184087/,18,https://cdn.sofifa.com/teams/18/dark_240.png
74,Ricardo Pereira,26,85,87,85,Leicester City,English Premier League,1,RB,RB,175,69.9,Right,2,4 ★,3★,High,High,83,66,79,82,81,76,40.5,80.55,82,63,65,83,59,79.15,82,78,52,78,82,88.36,84,83,79,85,79,83.33,74,75,88,69,64,88.6,79,81,75,77,61,81,91.54,82,84,83,14.77,16,12,15,11,11,94.6,93.78,"Jun 9, 2018",,2023,2018,2.0,80.0,210243,https://cdn.sofifa.com/players/210/243/20_240.png,https://sofifa.com/player/210243/,95,https://cdn.sofifa.com/teams/95/dark_240.png
75,M. Depay,26,85,88,86,Olympique Lyonnais,French Ligue 1,1,CF LW CAM,CAM,175,78.0,Right,3,3 ★,5★,High,Low,86,83,81,84,32,80,48.5,88.33,83,83,65,81,74,88.09,85,85,86,74,84,89.01,85,87,80,82,79,91.89,87,76,81,81,83,81.71,75,28,84,84,73,78,29.41,29,31,20,11.36,8,14,6,12,10,90.46,89.56,"Jan 20, 2017",,2021,2017,3.0,95.8,202556,https://cdn.sofifa.com/players/202/556/20_240.png,https://sofifa.com/player/202556/,66,https://cdn.sofifa.com/teams/66/dark_240.png
76,Marquinhos,26,85,89,87,Paris Saint-Germain,French Ligue 1,1,CB CDM,CB,183,74.8,Right,4,3 ★,3★,Medium,High,72,41,73,70,87,78,44.0,68.19,68,33,84,82,31,66.38,64,55,32,82,79,78.45,70,73,69,85,67,76.58,61,89,80,75,35,80.76,80,86,59,68,47,86,95.96,87,87,87,10.68,6,6,12,10,13,84.72,84.54,"Jul 19, 2013",,2024,2013,7.0,84.7,207865,https://cdn.sofifa.com/players/207/865/20_240.png,https://sofifa.com/player/207865/,73,https://cdn.sofifa.com/teams/73/dark_240.png
77,M. Icardi,27,85,86,85,Paris Saint-Germain,French Ligue 1,1,ST,ST,180,74.8,Right,1,4 ★,3★,Medium,Medium,73,85,65,78,36,68,45.0,88.33,47,90,88,76,85,71.49,76,76,48,54,82,82.11,74,73,73,86,75,87.16,85,93,66,72,71,76.96,56,22,92,72,82,83,32.72,45,24,20,9.77,13,9,5,7,9,84.02,81.33,"Jun 8, 2020",,2024,2020,0.0,86.6,201399,https://cdn.sofifa.com/players/201/399/20_240.png,https://sofifa.com/player/201399/,73,https://cdn.sofifa.com/teams/73/dark_240.png
78,S. Gnabry,24,85,87,85,FC Bayern München,German 1. Bundesliga,1,RM LM RW,RM,175,74.8,Right,2,4 ★,4★,High,Medium,82,83,78,86,43,70,47.5,84.21,79,85,42,79,83,80.85,87,74,62,74,83,91.59,90,76,86,85,88,85.36,86,65,78,69,81,80.05,63,38,85,83,68,80,48.53,45,44,43,11.36,14,10,10,9,7,89.42,88.76,"Jul 1, 2017",,2023,2017,3.0,81.9,206113,https://cdn.sofifa.com/players/206/113/20_240.png,https://sofifa.com/player/206113/,21,https://cdn.sofifa.com/teams/21/dark_240.png
79,L. Sané,24,85,90,85,FC Bayern München,German 1. Bundesliga,1,LM,LM,183,74.8,Left,5,3 ★,4★,High,Medium,93,81,79,86,38,67,51.5,91.99,83,81,72,81,85,85.53,88,83,82,64,85,92.03,91,95,84,79,78,82.88,87,64,70,69,78,78.86,61,34,84,82,71,80,37.87,36,32,35,11.82,8,12,9,9,14,90.07,89.16,"Jul 15, 2020",,2025,2020,0.0,88.8,222492,https://cdn.sofifa.com/players/222/492/20_240.png,https://sofifa.com/player/222492/,21,https://cdn.sofifa.com/teams/21/dark_240.png
80,M. Reus,31,85,85,85,Borussia Dortmund,German 1. Bundesliga,1,CAM CF,CAM,180,71.2,Right,0,4 ★,4★,High,Medium,80,86,84,85,45,63,34.0,89.02,85,86,44,85,89,89.79,85,88,86,76,87,88.36,82,78,83,85,82,84.01,87,70,67,66,83,85.51,51,48,86,84,91,85,48.53,50,37,45,13.86,12,12,13,13,11,92.7,88.96,"Jul 1, 2012",,2023,2012,8.0,57.8,188350,https://cdn.sofifa.com/players/188/350/20_240.png,https://sofifa.com/player/188350/,22,https://cdn.sofifa.com/teams/22/dark_240.png
81,P. Gulácsi,30,85,85,85,RB Leipzig,German 1. Bundesliga,1,GK,GK,190,86.2,Right,0,2 ★,1★,Medium,Medium,84,85,82,86,43,84,26.0,21.51,16,10,23,35,10,22.13,19,18,11,31,25,54.09,42,44,41,82,42,56.31,62,67,35,74,12,31.83,34,23,11,42,24,45,22.43,25,16,20,95.68,84,85,82,84,86,56.78,93.17,"Jul 1, 2015",,2023,2015,5.0,44.2,185122,https://cdn.sofifa.com/players/185/122/20_240.png,https://sofifa.com/player/185122/,112172,https://cdn.sofifa.com/teams/112172/dark_240.png
82,M. Škriniar,25,85,89,86,Inter,Italian Serie A,1,CB,CB,188,79.8,Right,4,4 ★,2★,Medium,High,69,41,59,66,87,81,44.5,63.39,40,42,82,73,40,57.23,67,34,30,69,69,68.97,70,68,48,83,51,70.95,50,78,73,84,30,74.82,86,86,30,57,56,81,96.32,92,87,83,12.5,10,13,12,8,12,78.28,80.92,"Jul 7, 2017",,2023,2017,3.0,76.8,232363,https://cdn.sofifa.com/players/232/363/20_240.png,https://sofifa.com/player/232363/,44,https://cdn.sofifa.com/teams/44/dark_240.png
83,R. Lukaku,27,85,86,85,Inter,Italian Serie A,1,ST,ST,190,93.9,Left,1,4 ★,3★,Medium,Medium,81,83,76,75,38,84,45.0,91.53,73,86,85,79,77,78.94,78,78,66,71,78,76.08,77,84,60,86,46,90.09,87,71,73,95,74,80.76,71,27,86,78,78,83,37.13,30,41,30,12.27,8,15,14,7,10,87.18,87.75,"Aug 8, 2019",,2024,2019,1.0,77.6,192505,https://cdn.sofifa.com/players/192/505/20_240.png,https://sofifa.com/player/192505/,44,https://cdn.sofifa.com/teams/44/dark_240.png
84,C. Eriksen,28,85,85,85,Inter,Italian Serie A,1,CAM CM RM,CAM,180,76.2,Right,0,5 ★,4★,High,High,72,81,88,81,53,63,39.0,88.1,86,77,52,90,80,91.06,77,89,85,87,90,82.97,74,70,77,84,80,83.33,84,49,92,56,89,81.0,46,56,82,90,67,86,50.74,59,57,22,9.77,9,14,7,7,6,90.24,87.95,"Jan 28, 2020",,2024,2020,0.0,64.4,190460,https://cdn.sofifa.com/players/190/460/20_240.png,https://sofifa.com/player/190460/,44,https://cdn.sofifa.com/teams/44/dark_240.png
85,L. Bonucci,33,85,85,85,Juventus,Italian Serie A,1,CB,CB,190,84.8,Right,0,4 ★,2★,Medium,High,60,58,69,70,87,77,18.0,71.17,44,48,84,77,58,73.4,69,56,61,84,75,68.75,58,62,60,84,55,83.11,74,85,66,79,65,84.09,82,90,38,74,70,86,94.12,90,86,80,2.95,2,2,3,2,4,84.93,84.54,"Aug 2, 2018",,2024,2018,2.0,29.7,184344,https://cdn.sofifa.com/players/184/344/20_240.png,https://sofifa.com/player/184344/,45,https://cdn.sofifa.com/teams/45/dark_240.png
86,Alex Sandro,29,85,85,85,Juventus,Italian Serie A,1,LB LM,LB,180,79.8,Left,0,3 ★,3★,High,Medium,81,65,77,80,81,81,31.5,83.3,84,55,76,81,68,78.51,80,78,59,71,81,86.21,78,83,78,84,77,89.64,80,79,90,77,72,86.46,82,82,70,70,60,80,89.34,80,81,82,9.09,7,7,9,12,5,94.04,93.37,"Aug 21, 2015",,2023,2015,5.0,52.0,191043,https://cdn.sofifa.com/players/191/043/20_240.png,https://sofifa.com/player/191043/,45,https://cdn.sofifa.com/teams/45/dark_240.png
87,M. de Ligt,20,85,92,87,Juventus,Italian Serie A,1,CB,CB,188,88.9,Right,7,4 ★,2★,Medium,High,72,59,66,69,85,84,49.5,70.48,52,50,86,75,45,67.87,66,48,55,74,76,73.92,68,75,56,84,60,89.19,82,84,76,88,66,74.35,83,83,44,63,40,82,93.01,86,85,82,12.73,12,11,11,12,10,85.84,87.35,"Jul 18, 2019",,2024,2019,1.0,91.6,235243,https://cdn.sofifa.com/players/235/243/20_240.png,https://sofifa.com/player/235243/,45,https://cdn.sofifa.com/teams/45/dark_240.png
88,S. Milinković-Savić,25,85,89,86,Lazio,Italian Serie A,1,CM CDM CAM,CM,190,76.2,Right,4,4 ★,4★,High,Medium,69,79,80,83,79,85,49.0,89.02,64,80,86,85,74,87.66,86,78,75,85,88,75.0,66,72,64,83,63,94.82,83,85,85,88,80,89.55,79,78,79,85,56,84,84.93,78,79,74,10.68,7,10,7,16,7,96.07,95.38,"Aug 6, 2015",,2024,2015,5.0,87.0,223848,https://cdn.sofifa.com/players/223/848/20_240.png,https://sofifa.com/player/223848/,46,https://cdn.sofifa.com/teams/46/dark_240.png
89,Luis Alberto,27,85,85,85,Lazio,Italian Serie A,1,CAM CM CF,CAM,183,73.9,Right,0,3 ★,4★,Medium,Medium,74,76,86,85,58,59,40.5,84.21,76,77,49,90,76,91.49,86,86,81,89,88,82.54,76,72,81,80,74,77.7,77,53,75,64,76,73.16,29,55,80,88,56,78,62.87,58,68,45,9.77,6,8,6,12,11,88.43,87.95,"Aug 31, 2016",,2025,2016,4.0,68.9,198706,https://cdn.sofifa.com/players/198/706/20_240.png,https://sofifa.com/player/198706/,46,https://cdn.sofifa.com/teams/46/dark_240.png
90,G. Donnarumma,21,85,92,85,Milan,Italian Serie A,1,GK,GK,196,89.8,Right,7,3 ★,1★,Medium,Medium,89,81,76,89,50,83,41.5,17.85,12,12,12,34,8,22.55,28,12,14,24,28,60.56,46,54,64,79,38,56.98,57,72,34,72,18,34.2,30,26,14,50,24,68,18.38,20,14,16,95.0,89,81,76,83,89,57.43,93.98,"Jul 1, 2015",,2021,2015,5.0,78.9,230621,https://cdn.sofifa.com/players/230/621/20_240.png,https://sofifa.com/player/230621/,47,https://cdn.sofifa.com/teams/47/dark_240.png
91,L. Insigne,29,85,85,85,Napoli,Italian Serie A,1,LW CF,LW,163,59.0,Right,0,4 ★,4★,High,Medium,88,78,83,91,36,44,37.5,85.58,83,75,59,83,74,90.43,90,87,77,78,93,95.26,92,84,93,80,93,71.17,78,50,70,34,84,71.26,34,26,81,85,74,83,36.4,53,24,22,10.23,8,4,14,9,10,86.4,84.34,"Jul 1, 2010",,2022,2010,10.0,63.8,198219,https://cdn.sofifa.com/players/198/219/20_240.png,https://sofifa.com/player/198219/,48,https://cdn.sofifa.com/teams/48/dark_240.png
92,D. Mertens,33,85,85,85,Napoli,Italian Serie A,1,CF ST,CF,170,60.8,Right,0,4 ★,4★,High,Low,86,82,80,89,35,51,24.0,81.24,79,84,40,82,70,87.66,88,82,79,74,89,95.69,90,82,94,86,92,73.42,80,58,70,37,81,81.24,59,36,85,83,79,81,38.6,25,40,40,8.86,7,10,8,10,4,87.35,84.94,"Jul 1, 2013",,2022,2013,7.0,40.8,175943,https://cdn.sofifa.com/players/175/943/20_240.png,https://sofifa.com/player/175943/,48,https://cdn.sofifa.com/teams/48/dark_240.png
